"","Arnaud_Adelson","Arnaud_Anne","Arnaud_Bal","Arnaud_Batilde","Arnaud_Clary","Arnaud_Epoux","Arnaud_Fanny","Arnaud_Julie","Arnaud_Lucie","Arnaud_Matinees","Arnaud_Nancy","Arnaud_Sargines","Arnaud_Selicourt","Arnaud_Sidney","Arnaud_Zenothemis","Beaumont_Belle","Beaumont_Clarice","Beaumont_Prince","Cazotte_Diable","Cazotte_Honneur","Cazotte_Ollivier","Charriere_Caliste","Charriere_Femmes","Charriere_Lausanne","Charriere_Neuchateloises","Charriere_Noble","Charriere_Observations","Charriere_Ruines","Charriere_Sainte","Crebillon_Atheniennes","Crebillon_Conte","Crebillon_Nuit","Diderot_Ceci","Diderot_Jacques","Diderot_Neveu","Diderot_Oiseau","Diderot_Pensees","Diderot_Religieuse","Diderot_Supplement","Ducray_Cinquante","Ducray_Coelina","Ducray_Soirees","Ducray_Victor","Duvernet_Devotions","Duvernet_Guillaume","Duvernet_Retraite","Florian_Estelle","Florian_Galatee","Florian_Numa","Genlis_Adele","Genlis_Chevaliers","Genlis_Emigres","Genlis_Meres","Loaisel_Ainsi","Loaisel_Comtesse","Loaisel_Dolbreuse","Marmontel_Belisaire","Marmontel_Contes","Marmontel_Dejeunes","Marmontel_Incas","Mercier_An","Mercier_Jezennemours","Mercier_Songes","Nerciat_Aphrodites","Nerciat_Doctorat","Nerciat_Felicia","Nerciat_Monrose","Neufville_Almanach_text_only","Neufville_Confessions","PigaultLebrun_Adele","PigaultLebrun_Enfant","PigaultLebrun_Kinglin","PigaultLebrun_Metusko","Retif_AntiJustine","Retif_Paysan","Retif_Paysanne","Retif_Sara","Retif_Vie","Riccoboni_Ernestine","Riccoboni_Histoire","Riccoboni_LettreJuliette","Riccoboni_LettresAdelaide","Riccoboni_LettresFanni","Riccoboni_MissJenny","Riccoboni_MylordRivers","Rousseau_Emile","Rousseau_Julie","Rousseau_Reine","Rousseau_Reveries","Sade_120","Sade_Aline","Sade_Crimes","Sade_Infortunes","Sade_Justine","Sade_Philosophie","Voltaire_Amabed","Voltaire_Bramin","Voltaire_Candide","Voltaire_Consoles","Voltaire_Eloge","Voltaire_Homme","Voltaire_Ingenu","Voltaire_Jenni","Voltaire_Micromegas","Voltaire_Oreilles","Voltaire_Princesse","Voltaire_Scarmentado","Voltaire_Songe","Voltaire_Taureau","XXX_Etourdi"
"Arnaud_Adelson",0,0.734822155147197,0.89974515520506,0.761143007951276,0.801312220471846,0.642754340043686,0.743014243842478,0.818514509836373,0.733469851041782,0.722132784643519,0.764791739048998,0.83545176003875,0.696902361349338,0.770716725618887,0.759512996617449,1.05180057091282,1.07681356106764,1.04068775258996,0.991413853934095,0.97009533987488,0.942483457566731,1.0969536970492,1.1342619062239,1.13644899091326,1.16698045515839,1.06069860602748,1.09648476723364,1.07641492469032,1.13343019673718,1.03271455731896,1.09366546350553,1.06488532282197,1.05402973701409,1.10983782292437,1.11420291295707,1.10992430132943,1.05124953531404,1.0520413604499,1.08010174826106,1.00051825091712,0.924442334898145,1.00968636597204,0.871293433445881,1.12888825271091,1.07827958171086,1.09124363702516,0.937251253066768,0.962018303580634,0.911772518488688,1.06886122881302,0.941545054803334,1.11112472711482,1.04782122205273,0.993974663102028,0.807424977342471,0.924269045591924,1.01937282845412,1.02759064617028,1.04203138245931,0.908963334672266,1.03509395043736,0.903303849179665,0.93807797819293,1.08808140489765,1.05169807101217,1.06839841471243,1.08206528264933,1.13219109635778,1.04371753851137,1.06974742932634,1.10139008227395,1.13774573488835,0.918050115659877,1.11456982560445,1.06464902170107,1.08286719780222,1.05673562932052,1.15957890208622,0.981623791511162,0.99547627752209,0.957471514105582,0.974914385747466,0.971492397873959,0.954424723523038,0.998043372206001,1.12538503880856,1.02007410489226,1.11667089306296,1.04517920463635,1.09984081451061,1.03918777792772,0.909075354590337,1.03127601204582,1.00234248194998,1.05419802512461,1.07922367824665,1.06348992148924,1.12397634543335,1.07897061690592,1.09630278762131,1.13880959093084,1.07380877177661,1.10050819445662,1.11024790088754,1.11466656282678,1.12239654449907,1.10351979289755,1.107351975181,1.10041241698774,1.05182183326096
"Arnaud_Anne",0.734822155147197,0,0.938752228881239,0.757223725757936,0.743914349067465,0.635870704005412,0.667790245384301,0.732530703467313,0.704690530345367,0.752468247309803,0.73487663751547,0.863611843589707,0.744837468313336,0.679450110795101,0.727636250588944,1.06174788554967,1.03704670597362,1.03305669027274,1.02958877606712,0.97762806697175,1.02462614962281,1.10830838126401,1.09790448688341,1.10353428753803,1.14486297729788,1.04857230085837,1.09180166275742,1.08570605301904,1.13237444781538,1.03402637721414,1.10793494946384,1.06350812181808,1.02956366985534,1.10542162497905,1.11008859699154,1.12393838394773,1.04121583745371,1.02798134507725,1.0204426346036,0.983981871304539,0.968601060672592,1.02665611991573,0.934441369938491,1.1063302673236,1.08823905897394,1.06586281054764,0.967347474412039,0.983813822673594,0.904298076249413,1.06754331225279,1.02698727236148,1.11664401311947,1.0781195928104,1.02718520640902,0.80168965083903,0.912847263645444,0.987197420982492,1.04008325233479,1.06052804336957,0.93248383387974,1.02652590532144,0.923497346879799,0.927639393721063,1.13026204899795,1.08886071920064,1.14187934809558,1.16029406557208,1.15257426384584,1.09684824801478,1.0466079743921,1.13211095112285,1.14811054461621,0.934560576394182,1.1307774540563,1.08764457386737,1.08488286063801,1.11807345164456,1.07302402755167,0.977860347885195,0.989162320409842,0.974235753025288,1.01192997294567,0.98397562617715,0.944718856676593,1.02151398301434,1.07629204115569,1.00388706493692,1.06856269804153,1.09856504013602,1.12772659000364,1.04398862491491,0.965113639099436,1.03422330253383,0.99752737532932,1.01062592012939,1.08753677687294,1.06485011042022,1.14029303898937,1.06402845354691,1.0633759452611,1.12036550104106,1.09406276383876,1.07874313568109,1.1135248441718,1.10909746274298,1.13888302699015,1.08956832547972,1.07927241550164,1.08480040878759,1.10208622458156
"Arnaud_Bal",0.89974515520506,0.938752228881239,0,0.896727322157283,0.943856260205003,0.793977863482608,0.885491300857436,0.921334167555186,0.855309718392446,0.898054160256267,0.907294837022417,0.934500941874531,0.862917766434149,0.918445688656277,0.967152052701429,1.00806765094269,1.08378000994209,1.04146273984969,1.05528908358159,1.0030462725508,1.05524470600961,1.06967733354129,1.04098719603938,1.07124497991724,1.05717935043288,1.02857244619421,1.01131420510343,1.0565424507599,1.05428397883203,0.974172537334309,0.944255860600788,0.956492518336498,1.0193363589801,1.00153029127632,1.0392012677339,0.993600367177732,1.07165411734581,1.0920495430197,1.0383066438889,0.981284930757479,1.02781402497344,1.03392770272204,1.0345128939267,1.03021815427165,1.05297672000499,1.03177714010701,0.99769354495352,1.02353127593311,1.03623771332378,1.0335211296254,1.01288452755621,1.09565884215647,1.04716920930585,0.995093984457291,0.984515190938204,0.971078989719987,1.06899899624162,0.872416143662462,1.04007046555707,1.02957345382093,1.11376249247675,0.982781775144839,1.0246492924896,0.984511041042445,0.989722606860029,0.936531495774222,1.01030739843056,0.994733788718751,1.02093018800669,1.01972453412383,1.03936834546231,1.04467065336019,0.989618728070934,0.985028683383722,1.00684403492798,1.02019842700695,0.973065445158822,1.09332239149846,0.968421035664319,0.916694286580066,0.975591469903997,0.987978370903425,0.90429889831551,1.00904211409561,0.996689564279552,1.07342099114132,0.99928366976055,1.02093943887314,1.07828697123759,1.02187894355536,1.06746916212282,0.965257236458046,1.07129787507961,1.05348338328651,1.0238903503188,1.04780668433058,1.03812341574397,1.06443367663382,1.03458885216582,1.07257218645393,1.07891999627894,1.02414825786321,1.09312622717492,1.05874929114937,1.08597530243826,1.04461142175675,1.10497277259571,1.05578345459093,1.06763990792456,0.945477650409059
"Arnaud_Batilde",0.761143007951276,0.757223725757936,0.896727322157283,0,0.793635120409273,0.697670465810317,0.804058687119096,0.849010586869579,0.683131440156599,0.75832666799515,0.843603389259017,0.833200829147014,0.691538237127416,0.774627840253212,0.750141415480102,1.07618457884735,1.08775991224499,1.03765245986172,0.996263671050666,0.94588769977766,1.01180241450986,1.10126590748522,1.11044827684,1.09798679200883,1.13635668136037,1.04925970413307,1.04473465180199,1.08769242465864,1.1348405587133,0.949503454440065,1.03233025492515,1.01391732585389,1.04019291060955,1.15101293485721,1.14029173770595,1.11559444737695,1.06744510425189,1.05882076416779,1.06364482570904,1.0156121421264,0.999710487247432,1.07808014255768,0.971762411181401,1.09073594311302,1.07724326337047,1.06904974944096,0.959004525275347,0.976570000922766,0.867208834634474,1.02917772540429,0.959943769523751,1.11888625889876,1.03638235475737,0.968270135141433,0.880097392959338,0.948666087532526,0.935685983574829,0.932764291559031,1.03611504695717,0.916630017203775,1.01790370863087,0.922153060697145,0.942743211598489,1.14216917322891,1.0830046166403,1.13011113919063,1.15722843295174,1.14405277187106,1.09295079986637,1.08406293503298,1.15486872803586,1.16565749450227,0.931777349535598,1.15072648373349,1.06697210915235,1.0850340265744,1.10188789053082,1.11437022658841,0.949096685064038,0.960426163534151,0.926674418507127,0.928016061846918,0.914060277778252,0.903973934778616,0.963239769570235,1.09308295823906,0.972574088522897,1.06197808382924,1.08856593291092,1.16102929951667,1.06424188421333,0.979338515112733,1.1102221685286,1.06927050805845,1.05347237557303,1.0852670942685,1.05469153547772,1.15731625918918,1.06619388408392,1.06872180058316,1.13895138559308,1.12522574906258,1.10827612860382,1.13089424951191,1.10241054596016,1.11824973714528,1.06939480368374,1.08411271340152,1.04456124412993,1.07085029105261
"Arnaud_Clary",0.801312220471846,0.743914349067465,0.943856260205003,0.793635120409273,0,0.680533214470231,0.725104247467059,0.726080756516638,0.792026423620897,0.797347294400738,0.801323597188803,0.919744946059995,0.790748708719232,0.745509281243581,0.82194703601934,1.06774003134289,1.02021986481373,1.09975402608716,1.0015520197259,0.984233186413398,1.02688850220446,1.06528334682041,1.09634841086003,1.10666927086676,1.08613819016879,1.05406454663665,1.09552714140262,1.06412423733046,1.11528735429828,1.04879826901227,1.13417805475616,1.06428447684742,1.03623253939094,1.10939925514805,1.09670232926617,1.10690500094101,1.06230252567431,1.02635478716697,1.0393662867542,0.982867623912916,0.990174793057852,1.01777098220251,0.947896113197367,1.10582272271025,1.09609986434326,1.07097265579297,0.971419433490507,0.966538197649372,0.935016351351738,1.01696898023948,0.985984821398931,1.06222175524882,1.01945995098701,0.982548627781408,0.917566881038547,0.891095781272987,0.985740588292898,0.974346939175812,1.02474202785819,0.966723640755427,1.02423237378614,0.933377780368317,0.946675051844647,1.11283824461871,1.04545133165404,1.0831495919992,1.1007151337192,1.10471949274458,1.03349327541421,1.08413920505569,1.07746517702385,1.14927476917077,0.982303033754121,1.1010840750644,1.01784400671286,1.0255645724251,1.04116880125318,1.06053828406613,0.964691511809905,1.00236043444571,0.969020112788205,0.988078683926958,0.938493503556149,0.925651362788903,0.98452511351761,1.06530981263781,0.955932935510321,1.11258239010046,1.04504980308599,1.13416874581476,1.04244960300085,0.970606940205904,1.02888119285838,1.02493185532144,1.04263016261585,1.07912812897752,1.05962760966028,1.11920368923581,1.07830651162966,1.06335908070455,1.12234368221959,1.08078458734747,1.08306620548437,1.10541414383069,1.07445577786313,1.12931249157214,1.08603329392574,1.06767147018345,1.10936578130633,1.03124565016897
"Arnaud_Epoux",0.642754340043686,0.635870704005412,0.793977863482608,0.697670465810317,0.680533214470231,0,0.72726002503235,0.778040345127962,0.630656334157883,0.630371175807624,0.743957737736022,0.866989366145023,0.632573022894064,0.651837447144007,0.718273645884356,1.11273982174298,1.0312220819326,1.09504010730825,1.00271592946579,0.987855304902207,1.07144757739167,1.07042486243236,1.11986089778958,1.11803823602564,1.12176964553538,1.10862731338129,1.09502292214758,1.09458357045369,1.17071138978319,0.931055635669585,1.04768655036877,0.98985601099736,1.05876958004859,1.15276128323356,1.14221564937915,1.16061125145301,1.03924933117459,1.05399895406232,1.06790414536838,0.978614548670063,0.964346961099901,1.03167852383054,0.914757604350778,1.15941834601868,1.12467197799917,1.14527365732167,1.00648440816891,1.00679163715879,0.957253265949311,1.04925993734258,0.984397600328727,1.11294701023346,1.03773870806699,0.970100476643779,0.837643813022976,0.886373677011824,0.998775079026518,0.978609744485268,1.03460183518887,0.954827286869874,1.07815726547028,0.884917698958223,0.94728793092952,1.12126401904946,1.03591690806633,1.07548531345466,1.11568809911094,1.18208192933428,1.02286531594877,1.11176908050612,1.14057065616052,1.19839328425938,0.982142940729859,1.13775590079529,1.015753800691,1.06272911526126,1.0314689216118,1.15550218343902,0.965221829716387,0.974353855507893,0.904413011860153,0.931402949675729,0.870887339116199,0.921266338534656,0.963836240509786,1.09749318782929,0.920211288285134,1.13262144756784,1.00590265928322,1.18166187118767,1.01038724554479,0.897623829096998,1.03087757455499,1.01209653617328,1.0150005682635,1.07144486679179,1.05365446989728,1.19116924240768,1.10965704474866,1.09628081326604,1.16055730388781,1.11315613677891,1.13075381089932,1.13942517423482,1.12253768571442,1.20871915578002,1.11755192276836,1.12596721997173,1.14386520972901,1.05623347228043
"Arnaud_Fanny",0.743014243842478,0.667790245384301,0.885491300857436,0.804058687119096,0.725104247467059,0.72726002503235,0,0.798794230161982,0.783523423084701,0.786351652834254,0.775240048641453,0.868011070770015,0.813678423603856,0.754130489449612,0.800070258338334,1.04722862590233,1.06803261746571,1.0391140421136,1.05995872167828,0.997602533368257,1.01555262979544,1.09461128705531,1.12250439717022,1.12199022259391,1.1385776435614,1.0297621591829,1.07140605777826,1.05750763248322,1.10634349714592,1.102826836584,1.12373360862682,1.08572689947689,1.02570680390708,1.05062368395822,1.05279452934218,1.11738625930492,1.07047557398823,1.08486924070307,1.01198871565947,1.00126978090408,0.96277648567603,0.984955520074217,0.941764137478987,1.04550132841109,1.05056710796876,1.04671028026517,0.972472579986577,0.990471560945374,0.909044720357854,1.08850341094916,1.03254320870728,1.09026080794413,1.06652201468707,1.02588755129841,0.866146948015808,0.917209379073843,0.991926311261314,0.98267644230404,1.04468501245692,0.934015142384695,1.04339934137448,0.975596642111522,0.944746467469386,1.07619434470884,1.0756230033429,1.10771499885214,1.10737677906914,1.10793317127342,1.10311119291065,1.03264349458114,1.12910694453501,1.11785874578708,0.953840089769482,1.06498540391215,1.03651420452779,1.04516720585442,1.09376298181307,1.04568690300229,1.01600377663966,1.03246764133575,1.02942994182854,1.03103659172118,1.00205177218781,1.00593213111837,1.03131846557022,1.10284626167741,1.04148618974083,1.05197753888407,1.13164647310486,1.09477564631445,1.05881058584992,0.935961253202971,1.04197828880768,1.02028764533947,1.01775519822288,1.05896994779243,1.03970640765643,1.09188413618131,1.05384727699366,1.07779161584352,1.09319885635648,1.01931694942942,1.05447447150698,1.11062730863902,1.06652306740958,1.04903126782916,1.06851431503935,1.06429519001529,1.07078442445028,1.07325750780275
"Arnaud_Julie",0.818514509836373,0.732530703467313,0.921334167555186,0.849010586869579,0.726080756516638,0.778040345127962,0.798794230161982,0,0.820991234058412,0.811655225783901,0.764882137133189,0.868730568815676,0.826213259554393,0.793360353557883,0.791127210843402,1.0685341970728,1.04415847183923,1.04786941143723,1.05100138512455,1.0186711847674,1.04984750452232,1.096870844838,1.08224066418444,1.08547037539337,1.14773221010457,1.02677648608428,1.05593827389546,1.08468387038697,1.11397092739396,1.02720834632854,1.06703022251721,1.069327135285,1.03806229047356,1.14098841520716,1.06724465718537,1.07684530945391,1.03296585198761,1.08402110061362,1.05456203575492,0.998484129270042,1.03606168693591,1.07086707612402,1.01457535225902,1.0762667321017,1.07105564646502,1.03108919482742,1.0516653695653,1.07368661095964,1.0171982964739,0.997446704845306,1.02267446381975,1.09639381210092,1.02085472035295,0.976476657840881,0.890821248890123,0.838943627247693,0.966097378702067,0.944267728782709,1.0632003159394,0.992389165849503,0.951701012128835,0.957046749231575,0.926847897896874,1.0970522906636,1.0514825281395,1.07234789674859,1.07378217140832,1.05590342924948,1.05506209437994,1.01988012334154,1.12693914725781,1.0840928212701,0.973698582757828,1.15556838388595,1.02890430651409,1.0485173610528,1.07131124521142,1.02368900229356,0.940764983908643,0.950410046101768,0.969364526241172,0.987022958147251,1.00763438901164,0.977981204987854,0.989316212797211,0.993053101636311,0.968233339660401,1.03706068315262,1.01451843647878,1.1019582705909,1.05444476824093,0.973647944406711,1.04293980883162,1.04566333076156,1.01458026053876,1.07938608763926,1.06161885443479,1.12043523227592,1.05723328216949,1.04465921158018,1.09211381290178,1.06219799111634,1.08629480058439,1.08681458988173,1.08101918328921,1.08460737908063,1.08593890677812,1.04436174862829,1.08207592070884,1.04189606890285
"Arnaud_Lucie",0.733469851041782,0.704690530345367,0.855309718392446,0.683131440156599,0.792026423620897,0.630656334157883,0.783523423084701,0.820991234058412,0,0.718674787089873,0.793583751044203,0.886369943518534,0.620105685120772,0.790771958409439,0.761576090211167,1.04983524198145,1.11759925948069,1.07090593250048,1.0360339093789,1.00779381810684,1.08348373545457,1.09696433298695,1.11731221584063,1.11634966001686,1.11639784351343,1.04157881335301,1.07004816081545,1.08835244029233,1.10952566414796,0.982459746859685,1.05251986615278,1.01282590727536,1.03174538521877,1.13823626575658,1.15446271181903,1.1330159730629,1.05469046930472,1.04645742127979,1.10060029223472,0.976754684948149,0.980315445782259,1.06357524582347,0.954067106936068,1.09302991629877,1.10513073923368,1.04953801880871,0.976489495217391,0.986748784291719,0.925130467693738,1.06008213947872,0.977952753764195,1.13796445656953,1.04626095745096,0.989352354693436,0.830158636579491,0.924816132932616,1.03952570892593,0.972491414137822,1.04085727804487,0.947809405232341,1.08660541943699,0.943394683873815,0.988364633015782,1.1105015278011,1.08843466004288,1.1123449176483,1.14287452292215,1.12184674361895,1.05160390241175,1.0492735738511,1.15489245237716,1.14739558279784,0.933293208316045,1.10761252399679,1.07324253717823,1.06814758209697,1.05818495361622,1.12706326919803,0.959191544762005,0.928510804540543,0.927160183653329,0.91461174050782,0.908490465093806,0.904526669506035,0.983158110795854,1.13893968142125,1.01881385265595,1.07121829639633,1.08340258634176,1.1354984700507,1.048989279513,0.94201953377128,1.06119492572416,1.0464319023177,1.04559811534315,1.08452469017501,1.03903477234982,1.18396309362991,1.04010204503207,1.0719029501359,1.16194606423097,1.08640498281087,1.11795906793231,1.1243292377485,1.1122743112394,1.14403686131116,1.09669674357533,1.07090785366892,1.09001122996624,1.05724136556921
"Arnaud_Matinees",0.722132784643519,0.752468247309803,0.898054160256267,0.75832666799515,0.797347294400738,0.630371175807624,0.786351652834254,0.811655225783901,0.718674787089873,0,0.731958407353112,0.800859087382498,0.662365091431532,0.750747061079824,0.752006454933273,1.12151922694173,0.990353670196967,1.08856418874779,1.02687159312147,0.922860142351786,1.05481859318075,1.08173331783339,1.08782540055666,1.07643820279399,1.12862251673765,1.07938323713209,1.04775328013929,1.05075225330483,1.07544891274399,0.913288509110367,1.03351371970872,0.973707239628904,1.0200450772538,1.13741966378511,1.13445951434869,1.12028553767322,1.03052857673977,1.09438232027015,1.09018654842498,0.969381397937188,0.98357506220439,1.02772475361229,0.973940870169054,1.10989113549792,1.11355493759852,1.09460135704587,1.04731869627232,1.07807295046743,1.02383629554027,0.958121929645667,0.973747458643302,1.05994437354483,0.981223675019114,1.00764559713903,0.942067662710588,0.975456097189243,1.03762550984841,0.979278205765465,1.03895125297192,1.0524832789066,1.10073629695021,0.992219488455261,1.0527903088333,1.03964697055792,1.00945090874686,1.04058349985526,1.00505633203729,1.07465115033315,1.04091037713097,0.992168311524037,1.17272021066394,1.1329541308095,0.971250264583506,1.15852030800612,1.02229477212536,1.061834039703,1.05489438278429,1.07003264841149,0.918295692744073,0.914303589421479,0.92662130430396,0.897854671774556,0.943510744577878,0.859132754439446,0.867418230942344,1.07337781139163,0.994174079104019,1.07670119153064,1.03309583235802,1.12790976997868,1.03411804002069,0.936081900622535,1.05344138412361,1.03621457212403,1.02527744306795,1.13342545374702,1.06741350912849,1.20679275671403,1.09734835259607,1.10550873539855,1.15329019200794,1.13379678631228,1.15761136218437,1.12808421164142,1.11930848341148,1.17366602258224,1.13211445171764,1.08265739951842,1.12205500019637,1.00373123554802
