Source,Target,Weight,Type
a_Arnaud_Epoux,a_Arnaud_Fanny,11,undirected
a_Arnaud_Epoux,a_Arnaud_Sidney,48,undirected
a_Arnaud_Epoux,he_Arnaud_Adelson,60,undirected
a_Arnaud_Epoux,he_Arnaud_Anne,48,undirected
a_Arnaud_Epoux,he_Arnaud_Batilde,23,undirected
a_Arnaud_Epoux,he_Arnaud_Julie,1,undirected
a_Arnaud_Epoux,he_Arnaud_Lucie,82,undirected
a_Arnaud_Epoux,he_Arnaud_Matinees,84,undirected
a_Arnaud_Epoux,he_Arnaud_Nancy,12,undirected
a_Arnaud_Epoux,he_Arnaud_Selicourt,49,undirected
a_Arnaud_Epoux,he_Arnaud_Zenothemis,32,undirected
a_Arnaud_Epoux,ho_Arnaud_Bal,48,undirected
a_Arnaud_Epoux,mi_Arnaud_Clary,48,undirected
a_Arnaud_Fanny,a_Arnaud_Epoux,11,undirected
a_Arnaud_Fanny,he_Arnaud_Adelson,17,undirected
a_Arnaud_Fanny,he_Arnaud_Anne,80,undirected
a_Arnaud_Fanny,mi_Arnaud_Clary,37,undirected
a_Arnaud_Sidney,a_Arnaud_Epoux,48,undirected
a_Arnaud_Sidney,he_Arnaud_Anne,48,undirected
a_Arnaud_Sidney,he_Arnaud_Julie,2,undirected
a_Arnaud_Sidney,he_Arnaud_Zenothemis,37,undirected
a_Arnaud_Sidney,mi_Arnaud_Clary,8,undirected
a_Cazotte_Diable,a_PigaultLebrun_Enfant,2,undirected
a_Cazotte_Diable,Anonym_Enfant,14,undirected
a_Cazotte_Diable,he_Cazotte_Honneur,64,undirected
a_Cazotte_Diable,he_Cazotte_Ollivier,92,undirected
a_Diderot_Religieuse,a_PigaultLebrun_Enfant,64,undirected
a_Diderot_Religieuse,d_Diderot_Jacques,47,undirected
a_Diderot_Religieuse,d_Diderot_Neveu,12,undirected
a_Diderot_Religieuse,he_Diderot_Ceci,34,undirected
a_Diderot_Religieuse,he_Diderot_Oiseau,28,undirected
