"","Arnaud_Adelson","Arnaud_Anne","Arnaud_Bal","Arnaud_Batilde","Arnaud_Clary","Arnaud_Epoux","Arnaud_Fanny","Arnaud_Julie","Arnaud_Lucie","Arnaud_Matinees","Arnaud_Nancy","Arnaud_Sargines","Arnaud_Selicourt","Arnaud_Sidney","Arnaud_Zenothemis","Beaumont_Belle","Beaumont_Clarice","Beaumont_Prince","Cazotte_Diable","Cazotte_Honneur","Cazotte_Ollivier","Charriere_Caliste","Charriere_Femmes","Charriere_Lausanne","Charriere_Neuchateloises","Charriere_Noble","Charriere_Observations","Charriere_Ruines","Charriere_Sainte","Crebillon_Atheniennes","Crebillon_Conte","Crebillon_Nuit","Diderot_Ceci","Diderot_Jacques","Diderot_Neveu","Diderot_Oiseau","Diderot_Pensees","Diderot_Religieuse","Diderot_Supplement","Ducray_Cinquante","Ducray_Coelina","Ducray_Soirees","Ducray_Victor","Duvernet_Devotions","Duvernet_Guillaume","Duvernet_Retraite","Florian_Estelle","Florian_Galatee","Florian_Numa","Genlis_Adele","Genlis_Chevaliers","Genlis_Emigres","Genlis_Meres","Loaisel_Ainsi","Loaisel_Comtesse","Loaisel_Dolbreuse","Marmontel_Belisaire","Marmontel_Contes","Marmontel_Dejeunes","Marmontel_Incas","Mercier_An","Mercier_Jezennemours","Mercier_Songes","Nerciat_Aphrodites","Nerciat_Doctorat","Nerciat_Etourdi","Nerciat_Felicia","Nerciat_Monrose","PigaultLebrun_Adele","PigaultLebrun_Enfant","PigaultLebrun_Kinglin","PigaultLebrun_Metusko","Retif_AntiJustine","Retif_Paysan","Retif_Paysanne","Retif_Sara","Retif_Vie","Riccoboni_Ernestine","Riccoboni_Histoire","Riccoboni_LettreJuliette","Riccoboni_LettresAdelaide","Riccoboni_LettresFanni","Riccoboni_MissJenny","Riccoboni_MylordRivers","Rousseau_Emile","Rousseau_Julie","Rousseau_Reine","Rousseau_Reveries","Sade_120","Sade_Aline","Sade_Crimes","Sade_Infortunes","Sade_Justine","Sade_Philosophie","Voltaire_Amabed","Voltaire_Bramin","Voltaire_Candide","Voltaire_Consoles","Voltaire_Eloge","Voltaire_Homme","Voltaire_Ingenu","Voltaire_Jenni","Voltaire_Micromegas","Voltaire_Oreilles","Voltaire_Princesse","Voltaire_Scarmentado","Voltaire_Songe","Voltaire_Taureau"
"Arnaud_Adelson",0,0.557547129713715,0.848820197054128,0.604816514694599,0.671943214400938,0.50341334241145,0.598448663346019,0.767486155590847,0.557537258984704,0.55488477653835,0.605029847397911,0.734508046435716,0.530119622606306,0.642974471185156,0.615249593732207,1.06820737048222,1.0899282905983,1.07740304400311,0.977905043928022,0.920372828199475,0.945720207244939,1.10676244747043,1.18232155583001,1.20951827551552,1.18655520502582,1.07053858865481,1.1385611009547,1.1264304553531,1.18017665120191,1.04391618260154,1.12541932592287,1.07538729671967,1.02839491793635,1.12312103961881,1.21923284750003,1.1612156357787,1.08250418504089,1.080764199987,1.10924695315344,0.975979787297388,0.902321972745225,1.04918658493122,0.876676392336463,1.16438785662019,1.12872091814407,1.14132406754406,0.885130772518092,0.900950703069176,0.892957737452724,1.07051741274083,0.910072298996826,1.1723484052864,1.04378798886097,0.958243005576263,0.762572864926444,0.880941037774693,1.0336756160175,1.0174409962859,1.0200282225704,0.90965075037661,1.06593219721206,0.858183493592175,0.91178468004398,1.15805915633738,1.10303114513856,1.06813767556134,1.12385759730447,1.13687423786877,1.1173408699833,1.15105239352357,1.17556930555751,0.893865127589408,1.15453492388302,1.08266433459162,1.11235833296587,1.0348483387863,1.23171236950516,0.901346800956519,0.95122316850759,0.88763376266149,0.861698362458016,0.908809089915836,0.843892275888881,0.901351984871135,1.19899949492748,1.01340970232825,1.17891559499372,1.12091950036961,1.1855715804544,1.08251078944681,0.861546230195139,1.02610148414525,1.01440728429453,1.08009984944445,1.10207553894229,1.10268870351779,1.2053979230285,1.10421839813507,1.17724831623559,1.23164310299099,1.14774443890369,1.20523598572171,1.1818423043715,1.19548888441497,1.18304351466628,1.20052478405399,1.15862622465128,1.13204876116354
"Arnaud_Anne",0.557547129713715,0,0.87285028305627,0.659390462970052,0.587948766660542,0.497637150383822,0.550255420204066,0.574354730227632,0.543637685018374,0.610108308023946,0.544543373303639,0.725502465386523,0.652810109913455,0.571766976986516,0.576476682974696,1.12219749577145,1.07788199659371,1.04685178693792,1.08820857494189,0.968408811319167,1.03338688116993,1.1422956490404,1.19725377457878,1.19915347319451,1.19708371926546,1.05893600214907,1.11488443558037,1.14413421052312,1.19257989733267,1.05984036497188,1.15958921593454,1.13224684997363,1.0508788562576,1.15032028502382,1.21706500950078,1.21006782065977,1.0631625094451,1.07600725421126,1.00589057867384,0.913690619344,0.916980473894739,1.03350499839819,0.8823289925451,1.12727928403913,1.13106797691446,1.09448897047025,0.897390674933562,0.945930646253855,0.837587111512139,1.1187462116961,1.02768854143741,1.2172511325068,1.12235206836635,0.975288554861972,0.698448341565884,0.826983242216631,0.981443729527066,0.985956431872014,1.03602365367285,0.861363949693312,1.03228074982125,0.928789288223993,0.897622945313485,1.19913152764279,1.114478589084,1.09448154262241,1.21525358822156,1.23098565278796,1.09906778218166,1.20395499967352,1.20748888812996,0.84423819318401,1.1982896876772,1.12611288452658,1.12077668485141,1.14713900345563,1.12926133356756,0.937124566151249,0.940136206415615,0.956102217888969,0.957956040493128,0.97863756973284,0.871837078504066,0.979098599681398,1.08404876477086,1.0254207324174,1.07649664712436,1.16278269250603,1.19952930839673,1.0442194313716,0.854050647720222,1.04356755761827,0.994310564035378,1.01704015912583,1.10360481405764,1.07096748227052,1.25877571116449,1.09136450684907,1.12970420252459,1.1677549408781,1.15088992910526,1.11632460645129,1.19262353762489,1.15228643430295,1.20589901672864,1.18685511558029,1.14548745629619,1.14320811159956
"Arnaud_Bal",0.848820197054128,0.87285028305627,0,0.796912448796728,0.877949533109174,0.705864611032966,0.806201360174747,0.845015164012558,0.806889744745839,0.821659395433125,0.834467831608001,0.890835059392309,0.79253640035946,0.851555703960317,0.966419081417181,1.01143615931977,1.14652593975104,1.07031419461491,1.07463034143289,1.01303916009812,1.05930880937109,1.09479490796604,1.10483614154973,1.09618952680982,1.09466125368488,1.04221371076358,1.06995118854661,1.09479384189166,1.09376818564541,0.985104344863598,0.944330140620016,0.966573058807693,1.00217030254894,1.02057141549691,1.0815302250277,0.98755648524998,1.08552072549682,1.13395465859524,1.04232671411112,0.993848405434919,1.02741908638109,1.07199024181207,1.01156644978537,1.05056095345324,1.07868819386017,1.0228510758497,0.992877843093883,0.991591070845603,1.04478778568047,1.05692790583208,1.01099565654249,1.17708014909554,1.08403530666263,0.951526981737192,0.990340408698712,0.964664231850228,1.08123461750632,0.837528166963532,1.0589129368313,1.05399752055111,1.08884114365595,0.955580874229957,0.994980180623768,0.987231464145809,0.986055081389262,0.924705094433164,0.956106581533084,1.05508207714806,0.998989352153155,1.10639106332019,1.03693751310016,0.958884864827631,0.9933656148409,0.998243923827604,1.05408000295498,1.00139202545342,1.14648006949113,0.899251583507307,0.893158876254115,0.971794196720422,0.94884985538863,0.867602059897282,1.00070170772139,0.941995266012854,1.07476772381327,0.975119969850867,1.00454172160585,1.11544761987068,1.02303348461568,1.07929585397225,0.943240321209518,1.09470666797864,1.05338108641606,0.993467169800105,1.08426087980973,1.01735378967128,1.11676538728135,1.02990779387478,1.1155281736848,1.08933210685183,1.03893221791942,1.13700009120991,1.06925091796659,1.11962734501987,1.13755923642861,1.16051826075014,1.11412609162796,1.09421851059459
"Arnaud_Batilde",0.604816514694599,0.659390462970052,0.796912448796728,0,0.675226948412285,0.52993017450564,0.68910147405924,0.768423479344304,0.57608653674571,0.654784902624477,0.712443759480995,0.742045866994272,0.59361030479904,0.699055329609785,0.635573444271958,1.14747737901866,1.04885127613538,1.07172720905414,0.937929620891143,0.922050622411896,0.997584375077635,1.10804446113511,1.1625135392763,1.16860514933327,1.15105423492116,1.03744119931174,1.06294006242875,1.12779548569833,1.19544529782181,0.926542719905841,1.06648028580474,1.04313465805752,1.05857267786871,1.17847584106964,1.2154969787586,1.12776125738619,1.03333427397984,1.05330581789772,1.11682804147385,0.989620264072393,0.968491489992114,1.12605478074947,0.952074744326382,1.1167221621581,1.10347893432343,1.13737023318014,0.895630396993601,0.930732883513025,0.812840283383471,1.04705811525392,0.93974499832466,1.2019484529508,1.06157974232428,0.927565698785827,0.852529338853979,0.862750187706814,0.933328478905332,0.874612952011559,1.02107174076562,0.918314561020179,1.07553150480026,0.899632484779495,0.92408962428641,1.19099196957587,1.11737792426401,1.08609120672075,1.20996502938539,1.2475459364141,1.12745596562868,1.17951329294848,1.26278347796878,0.924019493480402,1.15164753440178,1.04393192282384,1.06654032393699,1.09114500628914,1.15306398831013,0.886641321636656,0.949582934817137,0.889403693370656,0.865059059263023,0.872074606093291,0.837788156943543,0.909313284046535,1.11376891353116,0.926053413858115,1.09383536658914,1.14187429067164,1.25494127433051,1.08863803832778,0.915253022421421,1.15608969830641,1.09215740526295,1.03497811520385,1.11614639843013,1.08127788763229,1.2738451386917,1.09664326103323,1.10911019052847,1.21517865818367,1.20131427196376,1.21781540096082,1.20773645937138,1.16633482180845,1.18796654533367,1.17810559565796,1.13543281835407,1.07317918775728
"Arnaud_Clary",0.671943214400938,0.587948766660542,0.877949533109174,0.675226948412285,0,0.534664703768304,0.567799425677094,0.591177994595842,0.662262854686405,0.697193414321598,0.718758279656659,0.831135260959952,0.683137501559357,0.567090590613373,0.609326069128811,1.11004129863318,0.985844661083642,1.14113740862549,0.953531485945688,0.974923084409457,1.0319169775851,1.12083744691044,1.17810300304599,1.16280012177863,1.13813428728545,1.13419911615164,1.12494743700281,1.14759326186576,1.22434538152216,1.06545396511296,1.21874074871396,1.10400821979288,1.04087517862593,1.10941021784827,1.16417847711547,1.17362880870553,1.1088542798041,1.02837622941286,1.0192588703229,0.959800193517366,0.981638694362191,1.03183712052811,0.894577249808352,1.15482318397073,1.13571771116603,1.15010953395476,0.93181299509042,0.924195602406369,0.900432358637286,1.06160490112482,0.972420957739376,1.09655999438816,1.03126072102302,0.925347348188664,0.872940045532355,0.790504603120652,0.957087045474943,0.930044111433597,1.00450901278111,0.902930046291383,1.00747366404238,0.861347372761512,0.878957942871217,1.19357926480351,1.08091108595812,0.998232522114677,1.16845036685784,1.22376239466192,1.17746188016217,1.13037926486518,1.24623702284488,0.990836567255119,1.14892544566175,1.00207320115892,1.03529607414074,1.054311157101,1.09148588727517,0.930385675410109,1.02348137041392,0.927735323565284,0.932877940786874,0.894350696327612,0.856424021059146,0.941163272351577,1.10085457523787,0.930484447103822,1.17598225507172,1.06174045651082,1.25255927392915,1.02080263499148,0.950753045124116,1.00559875913437,0.999721383917775,1.02094361531705,1.0442843805898,1.07405014037513,1.20583680968714,1.10282392219453,1.10773678736678,1.14369768753413,1.16904980583353,1.14486751272425,1.15744172576623,1.1516980229264,1.18934357931383,1.12354201486182,1.12276642355572,1.14846268745588
"Arnaud_Epoux",0.50341334241145,0.497637150383822,0.705864611032966,0.52993017450564,0.534664703768304,0,0.626682867163271,0.697547325030711,0.429230962326005,0.470234941283117,0.619830589648659,0.78450693886974,0.515588388188651,0.506914484470978,0.611453311794796,1.17099520472654,1.01070726973135,1.15047759561807,0.993233590199132,0.990814255228591,1.17304716929381,1.03322927825823,1.202189739743,1.16546821600828,1.08027761766175,1.14331860812138,1.15835759402186,1.09048262465992,1.21392599247598,0.882865674189682,1.04592425169952,0.927613929990119,1.05118605550871,1.20692458680424,1.23133332279724,1.2430997510677,1.05615216430608,1.06479004460395,1.07494140279076,0.907540655337327,0.907359835896512,1.0364627269686,0.861664945402077,1.22245625630581,1.17798189005475,1.24423582255489,0.972720248065412,0.96336489755732,0.952002985834558,1.05515153617102,0.972393642784692,1.15768316849896,1.05395757450209,0.908981502693475,0.819133985631061,0.853181234431326,1.04162190853931,0.942138665224458,0.996880402094295,0.963477795848765,1.12261299525782,0.842292113145198,0.962122027847041,1.16703453179698,1.02016925771234,1.03768129257654,1.11146877377951,1.15393653370982,1.19571098126835,1.19962078344814,1.3342603074684,1.02643328059657,1.17715528215402,0.997014643963066,1.05172728035555,1.0285102556916,1.22771199905181,0.939390897642934,0.98857408774803,0.828805969267792,0.848007928856133,0.787553095320347,0.861925076481572,0.92035137374066,1.14926778181826,0.87230912914972,1.15534144796609,1.03459988916376,1.29152081967457,0.965449848231986,0.842078195139203,1.00374498945853,0.990296616074027,1.00714727699796,1.08507341849596,1.06705177726202,1.32143439468724,1.15381040551013,1.18052688528024,1.22184132579391,1.22448607753038,1.18010624588239,1.20139714188172,1.16796744087092,1.327053038409,1.22439315063347,1.21122510424589,1.23660091961537
"Arnaud_Fanny",0.598448663346019,0.550255420204066,0.806201360174747,0.68910147405924,0.567799425677094,0.626682867163271,0,0.687027325065295,0.656695863877449,0.655162407039912,0.593749815245691,0.746898522518716,0.750478005247136,0.625135398463209,0.60048236660401,1.07447539464022,1.11820686436661,1.06733218064402,1.03560244433432,0.962685045439955,1.01089679911208,1.17768411658685,1.22188813879866,1.1962683171511,1.20522217022216,1.03821234909303,1.11817036886284,1.10590025888572,1.14315136966576,1.20609133572054,1.2235892963957,1.15072666377331,1.01794425175954,1.0354356203058,1.09697224388464,1.14249726734875,1.10798299998337,1.16244389458588,0.992440260403422,0.956432693344609,0.913494249317334,0.967320975341477,0.914098475117877,1.06873323549642,1.10284395216732,1.06787008237115,0.918725023349509,0.958087392736991,0.824830611552433,1.12806077691266,1.005763347168,1.13222935260641,1.11064824554015,1.03775301781906,0.821967641909872,0.864818849267581,0.976702250559445,0.943791486355136,0.999150322369576,0.881136156688621,1.023124334056,0.945675919760776,0.889579480790928,1.1130392035287,1.09596329870021,1.13653602423319,1.1983708262443,1.19471752401148,1.0764671274584,1.14497430487446,1.1195376009874,0.904232352895498,1.06343070015188,1.05574847655602,1.05054934459692,1.11980618392956,1.04866377951956,0.953050108830468,1.05514678074299,1.02257795029515,1.02440248672791,0.979882631251369,1.00702204142644,1.0187303524685,1.18212879003496,1.0902975934228,1.13339910317834,1.2619540101702,1.15615124217038,1.10227664287558,0.880843519096155,1.0858031939146,1.04258179194045,1.00817320436382,1.02410185665231,1.05921154613196,1.12421840412126,1.07242431656857,1.1163235450588,1.13402586936578,1.08948371347608,1.07521143402731,1.16073887646341,1.1386510664488,1.06461639229279,1.13185063788366,1.0932941357799,1.07257088883512
"Arnaud_Julie",0.767486155590847,0.574354730227632,0.845015164012558,0.768423479344304,0.591177994595842,0.697547325030711,0.687027325065295,0,0.679775159333112,0.731839694773542,0.640313249972601,0.78704738555062,0.802296134722668,0.65661971599279,0.666812247867172,1.08809084098288,1.0832888097387,1.06484277159373,1.05130463598849,0.988349557927167,1.03896399643519,1.18566197011246,1.16241362682808,1.16874536112198,1.25627366084014,0.984657446824108,1.03958724291142,1.15008717281108,1.195234534833,1.03289155539246,1.07252187711695,1.09339847665056,1.07618570141744,1.17970001241349,1.13650266631553,1.13138644649117,1.03929559045961,1.11991130498901,1.00375220391958,0.954645481483033,1.01795823208062,1.0672928690143,0.983765844444723,1.09350802039907,1.10582899447756,1.02677648999331,1.03684716385483,1.07933714395223,0.999372205788957,0.991706191317378,1.01274147597407,1.1561114219031,1.03986595691678,0.941705248911291,0.827775959019065,0.742671869960294,0.96039474132969,0.902408562613845,1.09489817230119,0.943645235783554,0.937704497082614,0.955872114599561,0.898913116331896,1.16636810805219,1.12425179708577,1.00004838447749,1.11573765279443,1.16785032171218,0.975160602886008,1.1694954019893,1.1325974698336,0.874840679120271,1.23535906842577,1.05682565760659,1.07819870059789,1.0936166800298,1.01636051486352,0.91075760866658,0.892369405878774,0.973960055398315,0.985728863770675,1.06768527998257,0.916056217781369,0.93620533461688,1.00471104234582,1.00166212052166,1.02748210824196,1.07152940295053,1.15773652086129,1.0595808915281,0.939143077309204,1.02427464842295,1.02337070359701,1.01884203366843,1.09645219675626,1.0862612751532,1.16626386552009,1.07773159844226,1.08612361126751,1.13698635973646,1.05996005925198,1.11205533938916,1.16315154121513,1.11269699471276,1.10881192435022,1.16080409087163,1.08753985490937,1.08387002603014
"Arnaud_Lucie",0.557537258984704,0.543637685018374,0.806889744745839,0.57608653674571,0.662262854686405,0.429230962326005,0.656695863877449,0.679775159333112,0,0.612766572472863,0.637172712798347,0.813970697856684,0.551493883132638,0.652478088565102,0.617119611819409,1.11070110936001,1.15057626721785,1.1313601842378,1.0412408895079,1.00050655498826,1.10336228455028,1.11047008563096,1.20724725099944,1.1807430890708,1.12315931126805,1.05865342064726,1.10160269596786,1.13519884508224,1.17756907197572,0.992344610775775,1.08667219512655,1.05139770329525,1.01788784609732,1.16940186567464,1.2354587423818,1.21173984009707,1.06287263522121,1.03826549022113,1.10058478448726,0.970584890756448,0.944790571819137,1.07142988388387,0.908542781471646,1.15775187341269,1.13918458104167,1.09552647598069,0.928307394393763,0.952184872226215,0.872356198009615,1.08986926754416,0.960538113323113,1.19356188776827,1.05844051573378,0.956619852172118,0.748988448011815,0.860835972900545,1.0509170657212,0.941038843512537,1.05638895123422,0.915494276962745,1.07972901885901,0.906849531216407,0.963066681223068,1.15481398375911,1.09792845732063,1.07972308000873,1.16940873763489,1.19867098050611,1.12071073091995,1.18232674392816,1.22109910714694,0.915298786111762,1.14818029163292,1.06176580796109,1.04918120262726,1.07854579146061,1.14918328727483,0.920223442250936,0.953299891338226,0.899110116713386,0.895189004010812,0.873847441654865,0.860967734063094,0.991868944277409,1.16878050814325,0.98222640795693,1.10079917809727,1.1316203543235,1.22359604834443,1.06296248653591,0.865122801110232,1.07540934405776,1.0400471904206,1.04809669257188,1.09951571106934,1.06262218430705,1.25030917996049,1.06775227542857,1.09372267434207,1.21290855906375,1.15221826169775,1.17786378005304,1.19206444198045,1.1761824648324,1.2108559999661,1.17173632079516,1.11503772954861,1.15550001114729
"Arnaud_Matinees",0.55488477653835,0.610108308023946,0.821659395433125,0.654784902624477,0.697193414321598,0.470234941283117,0.655162407039912,0.731839694773542,0.612766572472863,0,0.61923691930597,0.729828639010563,0.544008844277856,0.672494696983403,0.594261311283087,1.17474300319431,0.965402946839362,1.10695248513589,1.03886316868592,0.905902899928421,1.06662552729719,1.09611193195498,1.16061375916743,1.1107439120634,1.12876307544829,1.11120318041529,1.06434026584921,1.06338200982272,1.08050573018815,0.849971556221064,1.01377362003528,0.955951235487778,0.97264297333545,1.15676629368608,1.22742577087018,1.16364130936316,1.02689269840922,1.17574568515371,1.12098286645735,0.905527907804669,0.949812160699271,1.02780989879481,0.923723465989648,1.1789384700737,1.14968370593762,1.18803368472353,1.05117177943396,1.05625394227187,1.06879120858988,0.951445396201021,0.949643628906767,1.09096202499102,0.956498349581511,1.00560459342024,0.902338068194099,0.962780282165664,1.08552137357207,0.973345263595642,1.06742767368867,1.10880799087114,1.13116296653727,0.989014077345601,1.05656209759216,1.05360647121739,0.991938259928139,1.00661303197696,1.03898523547644,0.979599916238057,1.01014964945347,1.21953208092158,1.18621779927155,0.961981636834921,1.22979896481155,1.03659199091266,1.06734270134682,1.05215544601776,1.10819658553211,0.882058925248594,0.889711218962069,0.844132431775648,0.860805863603772,0.853400463322815,0.802813654985425,0.782104150586911,1.10983275811113,0.983879743399021,1.08778005926195,1.08555843275345,1.21060792670982,1.03984844867948,0.878094328317746,1.05696268471766,1.03299781952798,1.00752112444737,1.16967130217537,1.07342042103334,1.30767350923339,1.12776162947511,1.17971767607303,1.23354343382682,1.21286673793121,1.22499611828386,1.19635538284964,1.14733262691769,1.27241362401968,1.24689631087521,1.11229190192868,1.20367017230023
