Source,Target,Weight,Type
Anonym_Enfant,Nerciat_Etourdi,2,undirected
Anonym_Enfant,PigaultLebrun_Enfant,6,undirected
Anonym_Enfant,Retif_AntiJustine,4,undirected
Cazotte_Diable,Cazotte_Honneur,4,undirected
Cazotte_Diable,Cazotte_Ollivier,5,undirected
Cazotte_Diable,Nerciat_Etourdi,1,undirected
Cazotte_Honneur,Cazotte_Diable,4,undirected
Cazotte_Honneur,Cazotte_Ollivier,6,undirected
Cazotte_Honneur,Ducray_Victor,1,undirected
Cazotte_Ollivier,Cazotte_Diable,5,undirected
Cazotte_Ollivier,Cazotte_Honneur,6,undirected
Cazotte_Ollivier,Ducray_Victor,1,undirected
Charriere_Caliste,Charriere_Femmes,2,undirected
Charriere_Caliste,Charriere_Lausanne,4,undirected
Charriere_Caliste,Charriere_Neuchateloises,5,undirected
Charriere_Caliste,Charriere_Noble,2,undirected
Charriere_Caliste,Retif_Sara,4,undirected
Charriere_Femmes,Charriere_Caliste,2,undirected
Charriere_Femmes,Charriere_Lausanne,4,undirected
Charriere_Femmes,Charriere_Neuchateloises,1,undirected
Charriere_Lausanne,Charriere_Caliste,4,undirected
Charriere_Lausanne,Charriere_Femmes,4,undirected
Charriere_Lausanne,Charriere_Neuchateloises,6,undirected
Charriere_Lausanne,Charriere_Noble,1,undirected
Charriere_Neuchateloises,Charriere_Caliste,5,undirected
Charriere_Neuchateloises,Charriere_Femmes,1,undirected
Charriere_Neuchateloises,Charriere_Lausanne,6,undirected
Charriere_Neuchateloises,Retif_Paysan,2,undirected
Charriere_Neuchateloises,Retif_Paysanne,3,undirected
Charriere_Noble,Charriere_Caliste,2,undirected
Charriere_Noble,Charriere_Lausanne,1,undirected
Charriere_Noble,Voltaire_Ingenu,3,undirected
Diderot_Jacques,Diderot_Neveu,6,undirected
Diderot_Jacques,Diderot_Religieuse,5,undirected
Diderot_Jacques,Voltaire_Candide,1,undirected
Diderot_Neveu,Diderot_Jacques,6,undirected
Diderot_Neveu,Diderot_Religieuse,3,undirected
Diderot_Neveu,Nerciat_Aphrodites,1,undirected
Diderot_Religieuse,Diderot_Jacques,5,undirected
Diderot_Religieuse,Diderot_Neveu,3,undirected
Diderot_Religieuse,PigaultLebrun_Enfant,3,undirected
Ducray_Cinquante,Ducray_Coelina,3,undirected
Ducray_Cinquante,Ducray_Soirees,4,undirected
Ducray_Cinquante,Ducray_Victor,2,undirected
Ducray_Coelina,Ducray_Cinquante,3,undirected
Ducray_Coelina,Ducray_Soirees,4,undirected
Ducray_Coelina,Ducray_Victor,6,undirected
Ducray_Soirees,Ducray_Cinquante,4,undirected
Ducray_Soirees,Ducray_Coelina,4,undirected
Ducray_Soirees,Ducray_Victor,5,undirected
Ducray_Victor,Cazotte_Honneur,1,undirected
Ducray_Victor,Cazotte_Ollivier,1,undirected
Ducray_Victor,Ducray_Cinquante,2,undirected
Ducray_Victor,Ducray_Coelina,6,undirected
Ducray_Victor,Ducray_Soirees,5,undirected
Nerciat_Aphrodites,Diderot_Neveu,1,undirected
Nerciat_Aphrodites,Nerciat_Doctorat,3,undirected
Nerciat_Aphrodites,Nerciat_Felicia,1,undirected
Nerciat_Aphrodites,Nerciat_Monrose,5,undirected
Nerciat_Doctorat,Nerciat_Aphrodites,3,undirected
Nerciat_Doctorat,Nerciat_Felicia,4,undirected
Nerciat_Doctorat,Nerciat_Monrose,4,undirected
Nerciat_Etourdi,Anonym_Enfant,2,undirected
Nerciat_Etourdi,Cazotte_Diable,1,undirected
Nerciat_Etourdi,Nerciat_Felicia,4,undirected
Nerciat_Etourdi,Retif_Sara,2,undirected
Nerciat_Felicia,Nerciat_Aphrodites,1,undirected
Nerciat_Felicia,Nerciat_Doctorat,4,undirected
Nerciat_Felicia,Nerciat_Etourdi,4,undirected
Nerciat_Felicia,Nerciat_Monrose,6,undirected
Nerciat_Monrose,Nerciat_Aphrodites,5,undirected
Nerciat_Monrose,Nerciat_Doctorat,4,undirected
Nerciat_Monrose,Nerciat_Felicia,6,undirected
PigaultLebrun_Enfant,Anonym_Enfant,6,undirected
PigaultLebrun_Enfant,Diderot_Religieuse,3,undirected
PigaultLebrun_Enfant,PigaultLebrun_Kinglin,5,undirected
PigaultLebrun_Kinglin,PigaultLebrun_Enfant,5,undirected
PigaultLebrun_Kinglin,Sade_120,1,undirected
PigaultLebrun_Kinglin,Voltaire_Candide,2,undirected
Retif_AntiJustine,Anonym_Enfant,4,undirected
Retif_AntiJustine,Retif_Sara,2,undirected
Retif_AntiJustine,Sade_120,6,undirected
Retif_Paysan,Charriere_Neuchateloises,2,undirected
Retif_Paysan,Retif_Paysanne,6,undirected
Retif_Paysan,Retif_Sara,1,undirected
Retif_Paysanne,Charriere_Neuchateloises,3,undirected
Retif_Paysanne,Retif_Paysan,6,undirected
